dataset,custom_id,pilot_row_id,category,market_delta,abs_market_delta,market_direction,market_move_bin,valid_candidate_count,valid_candidate_count_bin,posterior_range,posterior_std,abs_update_range,multi_direction_candidates,helpful_candidate_available,best_candidate_id,best_candidate_index,best_selected_evidence_count,best_evidence_weights_count,best_confidence,best_abs_update,best_positive_improvement
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0165__mixed_blind__neutral_forecaster__s00,kalshi_train_0165,Politics,0.737,0.737,up,large,3,3,0.039999999999999994,0.01632993161855452,0.04,False,True,E1,0,1.0,1.0,0.8,0.0514,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0809__mixed_blind__neutral_forecaster__s00,kalshi_train_0809,Companies,0.6005,0.6005,up,large,4,4,0.0,0.0,0.0,False,False,E2,1,0.0,0.0,0.95,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2712__mixed_blind__neutral_forecaster__s00,kalshi_train_2712,Politics,0.5909,0.5909,up,large,4,4,0.0063,0.0025752427070084094,0.0063,True,True,E5,4,2.0,2.0,0.75,0.0063,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2403__mixed_blind__neutral_forecaster__s00,kalshi_train_2403,Companies,0.5719,0.5719,up,large,5,5,0.03400000000000003,0.012560254774486076,0.034,True,True,E4,3,2.0,2.0,0.7,0.034,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0342__mixed_blind__neutral_forecaster__s00,kalshi_train_0342,Companies,0.5709,0.5709,up,large,5,5,0.05299999999999999,0.020897234266763626,0.0311999999999999,True,True,E1,0,2.0,2.0,0.8,0.0311999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1568__mixed_blind__neutral_forecaster__s00,kalshi_train_1568,Politics,0.5307999999999999,0.5307999999999999,up,large,4,4,0.0,0.0,0.0,False,False,E2,1,0.0,0.0,0.8,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1939__mixed_blind__neutral_forecaster__s00,kalshi_train_1939,Politics,0.5284,0.5284,up,large,5,5,0.24619999999999997,0.09521003308475424,0.2461999999999999,True,False,E3,2,0.0,0.0,0.9,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0820__mixed_blind__neutral_forecaster__s00,kalshi_train_0820,Politics,-0.4477,0.4477,down,large,5,5,0.040000000000000036,0.017888543819998333,0.0329999999999999,True,True,E3,2,5.0,5.0,0.85,0.0035,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0832__mixed_blind__neutral_forecaster__s00,kalshi_train_0832,Companies,0.4392,0.4392,up,large,5,5,0.05999999999999994,0.02134156507850347,0.0307999999999999,True,True,E2,1,3.0,3.0,0.7,0.0292,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2406__mixed_blind__neutral_forecaster__s00,kalshi_train_2406,Companies,-0.4386,0.4386,down,large,4,4,0.06999999999999995,0.025860201081971488,0.0699999999999999,False,False,E5,4,1.0,1.0,0.65,0.025,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1678__mixed_blind__neutral_forecaster__s00,kalshi_train_1678,Politics,0.4242,0.4242,up,large,5,5,0.0049999999999999975,0.0016248076809271907,0.0029999999999999,True,True,E2,1,2.0,2.0,0.6,0.0029999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0628__mixed_blind__neutral_forecaster__s00,kalshi_train_0628,Elections,-0.3918,0.3918,down,large,5,5,0.006900000000000017,0.002760000000000007,0.0069,True,True,E1,0,5.0,0.0,0.9,0.0069,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1632__mixed_blind__neutral_forecaster__s00,kalshi_train_1632,Companies,0.3797,0.3797,up,large,4,4,0.015000000000000013,0.0055901699437494795,0.015,False,True,E1,0,5.0,5.0,0.85,0.0237,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1782__mixed_blind__neutral_forecaster__s00,kalshi_train_1782,Politics,-0.3675,0.3675,down,large,5,5,0.09999999999999998,0.03373570215661739,0.0618999999999999,True,True,E2,1,1.0,1.0,0.7,0.0618999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2096__mixed_blind__neutral_forecaster__s00,kalshi_train_2096,Politics,-0.3331,0.3331,down,large,5,5,0.10000000000000003,0.04478571200729091,0.0559999999999999,True,True,E2,1,4.0,4.0,0.6,0.044,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0739__mixed_blind__neutral_forecaster__s00,kalshi_train_0739,Politics,0.3297,0.3297,up,large,5,5,0.06000000000000005,0.019782820830205196,0.036,True,True,E2,1,1.0,1.0,0.65,0.036,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1126__mixed_blind__neutral_forecaster__s00,kalshi_train_1126,Economics,-0.3199999999999999,0.3199999999999999,down,large,5,5,0.07999999999999996,0.031240998703626597,0.0799999999999999,True,True,E2,1,2.0,2.0,0.7,0.0799999999999999,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2738__mixed_blind__neutral_forecaster__s00,kalshi_train_2738,Politics,-0.3117,0.3117,down,large,5,5,0.008000000000000007,0.003322649545167233,0.008,True,False,E3,2,3.0,0.0,0.8,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1947__mixed_blind__neutral_forecaster__s00,kalshi_train_1947,Politics,0.2915,0.2915,up,large,5,5,0.12,0.039999999999999994,0.0799999999999999,True,True,E3,2,2.0,2.0,0.75,0.04,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1679__mixed_blind__neutral_forecaster__s00,kalshi_train_1679,Politics,-0.2813,0.2813,down,large,5,5,0.053800000000000014,0.019251763555581093,0.0538,True,False,E5,4,3.0,0.0,0.4,0.0,False
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2398__mixed_blind__neutral_forecaster__s00,kalshi_train_2398,Politics,-0.2693,0.2693,down,large,5,5,0.03600000000000003,0.011878114328461408,0.0260000000000001,True,True,E4,3,3.0,3.0,0.75,0.0058,True
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1812__mixed_blind__neutral_forecaster__s00,kalshi_train_1812,Politics,0.2592,0.2592,up,large,5,5,0.0,0.0,0.0,False,False,E1,0,3.0,3.0,0.8,0.0,False
